titre_poste,entreprise,ville_normalized,region,type_contrat_normalized,modalite_travail,is_remote,is_hybrid,niveau_etudes_normalized,experience_requise,experience_years_min,experience_years_max,langue,secteur_activite,sous_secteur,fonction,soft_skills,tech_stack,tech_count,soft_skills_count,nbr_postes,date_limite,date_annee,job_id,is_agile_driven,has_corp_perks,is_remote_friendly
HR Administration & Information System Specialist (H/F),Pratt Whitney,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Aéronautique / Spatial - Autres Industries,RH / Personnel / Formation,RH / Personnel / Formation,Analyse | Autonomie | Collaboration | Implication | Recherche de nouveauté,,0,5,1.0,19/04/2025,2024,FF7903A43B,False,True,False
Ingénieur Châssis (H/F,Capgemini Engineering,Kénitra,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Débutant (-1 an) - Junior (1 à 3 ans),1,3,,Gestion projet / Etudes / R&D- Méthodes / Process / Industrialisation- Secteur Automobile / Motos / Cycles,,,Ambition | Analyse | Autonomie | Collaboration | Communication | Esprit d'équipe | Fiabilité | Gestion de projet | Organisation | Proactivité | Recherche de nouveauté | Rigueur | Résolution de problèmes,,0,13,,19/04/2025,2024,96FE1EAA16,False,False,False
Digital Learning Consultant,Dxc Cdg Rabat Rabat Sale Kenitra,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,,Informatique / Electronique- Assurance (métiers de l')- Secteur Informatique -,,,Ambition | Analyse | Autonomie | Implication | Organisation | Persuasion | Recherche de nouveauté | Réflexion,Javascript,1,8,2.0,19/04/2025,2024,3E2EE43536,False,False,False
Chargé(e) de support informatique francophone,Genius Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,Français,Informatique / Electronique- Internet / Multimédia- Secteur Centre d'appels - Informatique,,,Autonomie | Communication | Implication | Organisation | Précision | Rigoureux | Rigueur | Réflexion | Travail en équipe | Écoute,,0,10,3.0,19/04/2025,2024,7FAA47F5FA,False,False,False
Credit Analyst (H/F) Italien speaker,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Italien,Audit / Conseil- Gestion / Comptabilité / Finance- Secteur Banque / Finance - Conseil / Etudes,,,Autonomie | Communication | Flexibilité | Management | Organisation,,0,5,2.0,18/04/2025,2024,4224F63A78,False,False,False
Développeur Fullstack Senior,Alten Maroc Rabat Rabat Sale Kenitra,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,,Informatique - Autres services,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Esprit d'analyse | Implication | Recherche de nouveauté | Réflexion,CI/CD | Docker | Gcp | Google Cloud | Javascript | Node.js | React | Scrum | Sql,9,8,,18/04/2025,2024,72CA850B77,True,False,False
Quality Control Engineer,Innovx,Ben Guerir,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Aéronautique / Spatial - Automobile / Motos / Cycles,Production / Qualité / Sécurité / Maintenance,Production / Qualité / Sécurité / Maintenance,Organisation,,0,1,1.0,18/04/2025,2024,4FC9CCEECA,False,False,False
Ingénieur Electricité Instrumentation et Automatisme H/F,Pm Engineering By Parlym,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,,Electricité- Méthodes / Process / Industrialisation- Secteur Energie - Pétrole / Gaz,,,Analyse | Autonomie | Communication | Organisation | Planification | Précision | Recherche de nouveauté | Rigueur | Réflexion,Tableau,1,9,1.0,18/04/2025,2024,8A93DC2A81,False,False,False
Technicien de travaux - Immobilier,Alh Holding,Marrakech,Marrakech-Safi,Autre,Télétravail,1,0,Bac+2,Débutant (-1 an),1,1,,Immobilier / Promotion (métiers de)- Travaux / Chantiers / BTP- Secteur BTP / Génie Civil -,,,Communication | Implication | Intégrité | Organisation | Planification | Rigueur | Écoute,,0,7,1.0,18/04/2025,2024,6DF059B2AC,False,False,False
Credit Analyst (H/F) Spanich speaker,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Audit / Conseil- Gestion / Comptabilité / Finance- Secteur Banque / Finance - Conseil / Etudes,,,Autonomie | Communication | Flexibilité | Management | Organisation,,0,5,2.0,18/04/2025,2024,B7B5272565,False,False,False
Développeur Senior - MS CRM Dynamics (SaaS) H/F,Capgemini Engineering,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Implication | Recherche de nouveauté | Réflexion | Résolution de problèmes,Agile | Api | Azure | CI/CD | Devops | Dynamics 365 | Git | Javascript | Microservices | Power BI | Rest | SQL Server | Scrum | Sql | Typescript,15,9,,17/04/2025,2024,AD4F776BB5,True,False,False
Pilote Incident,Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Autonomie | Communication | Implication | Recherche de nouveauté | Réflexion,,0,6,,17/04/2025,2024,F99A365591,False,False,False
Testeur Informatique Anglophone (H/F),Axa Services Maroc Sale,Salé,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique -,,,Analyse | Flexibilité | Implication | Organisation | Recherche de nouveauté | Travail en équipe,Agile,1,6,4.0,17/04/2025,2024,D9E683605C,True,False,False
Technicien Service Desk FR/EN (H/F),Econocom Maroc,Salé,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+2,Junior (1 à 3 ans),1,3,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Centre d'appels - Informatique,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Relation client | Réflexion | Stress,,0,7,10.0,17/04/2025,2024,491D22198D,False,False,False
Responsable Qualification (H/F),Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Analyse | Autonomie | Communication | Curiosité | Implication | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Stress,Confluence | Excel | Jira | Soap | Sql,5,11,,17/04/2025,2024,3607B56425,False,False,False
Credit Analyst (H/F) French speaker,Maroc Climate And Security Mcs Carrier,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Anglais,Audit / Conseil- Gestion / Comptabilité / Finance- Secteur Banque / Finance - Conseil / Etudes,,,Autonomie | Communication | Flexibilité | Management | Organisation,,0,5,2.0,17/04/2025,2024,01FB5634F3,False,False,False
Ingénieur d'études transport et mobilité,Novec Sale,Salé,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,,BTP / Génie Civil -,Gestion projet / Etudes / R&D,Gestion projet / Etudes / R&D,Ambition | Analyse | Autonomie | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,7,2.0,17/04/2025,2024,841E2F4A46,False,True,False
Chef de Projets,Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Collaboration | Communication | Gestion de projet | Implication | Management | Organisation | Prise de décision | Proactivité | Recherche de nouveauté | Rigueur | Réflexion | Résolution de problèmes,Agile,1,15,,17/04/2025,2024,3194D28D93,True,False,False
Generative AI Testing Specialist,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans) - Confirmé (5 à 10 ans),3,5,,Autres services,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion,Agile | Aws | Azure | CI/CD | Deep Learning | Devops | Git | GitLab CI | Google Cloud | Java | Javascript | Jenkins | Machine Learning | Mysql | Oracle | Postgresql | Python,17,7,,17/04/2025,2024,E4743064F1,True,False,False
Expert Technique Java / Angular (F/H),Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac,Confirmé (5 à 10 ans),5,10,,Informatique -,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Proactif | Recherche de nouveauté | Réflexion,Agile | Angular | Docker | Git | Java | Kubernetes | Linux | Mysql | Sql,9,8,10.0,17/04/2025,2024,C5423BA4D8,True,False,False
Expert Technique Java / Angular (F/H),Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac,Confirmé (5 à 10 ans),5,10,,Informatique -,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Implication | Proactif | Recherche de nouveauté | Réflexion,Agile | Angular | Docker | Git | Java | Kubernetes | Linux | Mysql | Sql,9,8,10.0,17/04/2025,2024,6D8232A40D,True,False,False
Architecte Technique Java Web (F/H),Cgi Technologies Et Solutions Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Implication | Innovation | Recherche de nouveauté | Réflexion,Agile | Angular | Git | Java | Javascript | Jenkins | Rest | Soap | Spring | Typescript,10,6,1.0,17/04/2025,2024,7213D95B44,True,False,False
Data Performance Analyst (H/F),Sorec,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique,Informatique / Electronique,Informatique / Electronique,Analyse | Communication | Flexibilité | Gestion de projet | Implication | Innovation | Organisation | Prise de décision | Rigueur,Python | Sql,2,9,1.0,17/04/2025,2024,72C1C9A611,False,False,False
Chargé(e) de support informatique H/F,Genius Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Débutant (-1 an),1,1,Français,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Autonomie | Implication | Recherche de nouveauté | Réflexion,,0,5,3.0,17/04/2025,2024,1552533409,False,False,False
Responsable Comptabilité,Sofrecom Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Analyse | Autonomie | Implication | Organisé | Recherche de nouveauté | Rigoureux | Réflexion,Power BI,1,8,1.0,17/04/2025,2024,DA9793FE01,False,False,False
Développeur Front-End ( H/F),Capgemini Engineering,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Automobile / Motos / Cycles,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Collaboration | Implication | Recherche de nouveauté | Réflexion | Sens du détail,Git | Javascript | React,3,7,,17/04/2025,2024,DBFF0A2934,True,False,False
Senior Software Engineer .Net,Aba Technology,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Autonomie | Collaboration | Communication | Implication | Recherche de nouveauté | Réflexion,Aws | Azure | CI/CD | Devops | Docker | Git | Jenkins | Kubernetes | Microservices | Node.js | Python | Sql,12,7,5.0,14/04/2025,2024,C6D6DC0AA0,True,False,False
RPA BLUEPRISM Developer,Axa Gbs Morocco,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Collaboration | Communication | Créativité | Implication | Innovation | Leadership | Organisation | Recherche de nouveauté | Réflexion,.NET | AI | Api | Excel | Machine Learning | Rpa | SQL Server | Sap | Sql,9,11,1.0,14/04/2025,2024,24C55EB872,False,False,False
SAP Operations Engineer - El Jadida,Cobco El Jadida Jorf Lasfar,Jorf Lasfar -,,Autre,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Automobile / Motos / Cycles - Autres Industries,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Implication | Management | Recherche de nouveauté | Réflexion | Stress | Teamwork,Sap,1,9,1.0,14/04/2025,2024,8FC3853246,False,True,False
Expert Système Linux (H/F),Sofrecom Maroc,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Français | Anglais,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Analyse | Autonomie | Esprit d'équipe | Implication | Leadership | Management | Organisation | Polyvalence | Recherche de nouveauté | Rigoureux | Réflexion,Agile | Ansible | Confluence | Devops | Docker | Git | GitLab CI | Jira | Linux | Python | Terraform | Vmware,12,12,1.0,14/04/2025,2024,F870A7F5A4,True,False,False
Consultant SAP FI/CO/MM Senior - El Jadida,Cobco El Jadida Jorf Lasfar,Jorf Lasfar -,,CDI,Télétravail,1,0,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Automobile / Motos / Cycles - Chimie / Parachimie / Peintures,Gestion / Comptabilité / Finance,Gestion / Comptabilité / Finance,Communication | Management | Organisation,Sap,1,3,1.0,14/04/2025,2024,4C19B39E97,False,False,False
Ingénieur métrologie & méthodes outillages/chargé de gestion des outillages,Manpower Agences,Casablanca,Casablanca-Settat,Intérim,Télétravail,1,0,Bac+5,Junior (1 à 3 ans),1,3,,Aéronautique / Spatial,Achats / Supply Chain,Achats / Supply Chain,Recherche de nouveauté,,0,1,,13/04/2025,2024,C6908DCF3F,False,False,False
Technicien Habillage (H-F),Sorec,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,,Audiovisuel,Internet / Multimédia,Internet / Multimédia,Ambition | Analyse | Autonomie | Collaboration | Communication | Créativité | Implication | Pragmatisme | Recherche de nouveauté | Réflexion,,0,10,1.0,13/04/2025,2024,3643EA1799,False,False,False
Chargé(e) de marketing digital,Fondation Arrawaj,Rabat,Rabat-Salé-Kénitra,CDI,Télétravail,1,0,Bac+5,Junior (1 à 3 ans) - Intermédiaire (3 à 5 ans),1,3,,Banque / Finance,Marketing,Marketing,Adaptabilité | Ambition | Analyse | Collaboration | Créativité | Flexibilité | Management | Organisation | Planification | Recherche de nouveauté | Rigueur,,0,11,1.0,13/04/2025,2024,77466A0393,False,False,False
Chef de Projet Infrastructure,Sofrecom Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique - Internet / Multimédia,,,Ambition | Autonomie | Implication | Management | Organisation | Recherche de nouveauté | Rigueur | Réflexion | Écoute,CI/CD | Kubernetes,2,9,1.0,13/04/2025,2024,5AF96D4DEA,False,False,False
Data Miner & gestionnaire de flux expérimenté (e),Genius Services,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français,Informatique / Electronique- Internet / Multimédia- Secteur Centre d'appels - Informatique,,,Ambition | Analyse | Autonomie | Implication | Organisation | Recherche de nouveauté | Réflexion,Big Data | Excel | Power BI,3,7,1.0,13/04/2025,2024,14A0F128F3,False,False,False
Ingénieur Data Analyst,Domino Hr Morocco,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,,Informatique / Electronique- Internet / Multimédia- Secteur Informatique,,,Ambition | Analyse | Autonomie | Collaboration | Esprit d'équipe | Gestion de projet | Implication | Prise de décision | Recherche de nouveauté | Réflexion | Résolution de problèmes,Machine Learning | Power BI | Python | Sql | Tableau,5,11,1.0,13/04/2025,2024,C49B67E2CA,False,False,False
Ingénieur Développement Grafana,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Junior (1 à 3 ans),1,3,Anglais,Automobile / Motos / Cycles,Informatique / Electronique,Informatique / Electronique,Ambition | Analyse | Autonomie | Communication | Esprit d'équipe | Implication | Recherche de nouveauté | Réflexion,Agile | Azure | Confluence | Jira | Postgresql | Python,6,8,2.0,13/04/2025,2024,852C514F60,True,False,False
Ingénieur Réseau & Sécurité (Réfèrent technique & Responsable du pôle),Leyton,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Intermédiaire (3 à 5 ans),3,5,Français | Anglais,Informatique / Electronique- Télécom / Réseaux- Secteur Informatique,,,Ambition | Autonomie | Collaboration | Communication | Implication | Innovation | Organisation | Recherche de nouveauté | Rigueur | Réflexion,,0,10,1.0,13/04/2025,2024,ED9ED88A28,False,False,False
Expert en Plasturgie H/F,Capgemini Engineering,Casablanca,Casablanca-Settat,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,,Automobile / Motos / Cycles,Gestion projet / Etudes / R&D,Gestion projet / Etudes / R&D,Ambition | Analyse | Autonomie | Collaboration | Esprit critique | Gestion de projet | Innovation | Planification | Recherche de nouveauté | Résolution de problèmes | Travail en équipe,,0,11,,12/04/2025,2024,57EF58535F,False,False,False
Ingénieur Systèmes Cloud et Bases de Données,Alten Maroc,Rabat,Rabat-Salé-Kénitra,CDI,Hybride,0,1,Bac+5,Confirmé (5 à 10 ans),5,10,Anglais,Informatique,Informatique / Electronique,Informatique / Electronique,Ambition | Autonomie | Communication | Esprit analytique | Implication | Innovation | Management | Proactivité | Recherche de nouveauté | Rigueur | Réflexion,Ansible | Aws | Azure | CI/CD | Cybersécurité | Devops | Docker | Gcp | Git | ISO 27001 | Kubernetes | Linux | Oracle | Postgresql | SQL Server | Sql | Terraform | Vmware | Windows Server,19,11,1.0,13/04/2025,2024,DE949C2DF8,True,False,False
Nous recrutons des chargé(e)s de fidélisation et rétention (5000dhs net + primes + we off...),Heomi,Casablanca,Casablanca-Settat,CDI,Télétravail,1,0,Bac,Junior (1 à 3 ans),1,3,Français,Centre d'appels,Centre d'appels (métiers de),Centre d'appels (métiers de),Flexibilité | Implication | Organisation | Persuasion | Relation client,,0,5,5.0,12/04/2025,2024,2645D7194F,False,True,False
